id,text,obfuscatedText,epsilon,mechanism
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who was robert small,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is john gray author,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is ken gray,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is ken gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is ken gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is ken gray,12.5,ContextualCMP
1037798,who is robert gray,who is roderick gray,12.5,ContextualCMP
1037798,who is robert gray,who is rob grey,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
1037798,who is robert gray,who is ken gray,12.5,ContextualCMP
1037798,who is robert gray,what is john gray,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,cost of interior doors,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,average cost for concrete basement floor,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete flooring cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
104861,cost of interior concrete flooring,concrete floor indoor brisbane cost,12.5,ContextualCMP
